,index,Rk,Player,Age,Tm,Pos,GP,G▼,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Season,Keep
0,0,1,David Pastrnak,23,BOS,RW,65,46,44,90,20,34,12.5,27,19,0,9,27,17,0,255,18.0,1242,19:06,20,45,6,10,37.5,2019-2020,True
1,1,2,Auston Matthews,22,TOR,C,65,44,32,76,18,8,10.1,33,11,0,4,19,13,0,265,16.6,1352,20:48,55,37,471,378,55.5,2019-2020,True
2,2,3,Alex Ovechkin,34,WSH,LW,63,43,17,60,-14,30,7.7,31,12,0,3,12,5,0,294,14.6,1316,20:54,26,169,1,0,100.0,2019-2020,True
3,3,4,Leon Draisaitl,24,EDM,C,64,37,62,99,-11,16,11.2,24,13,0,10,35,27,0,198,18.7,1452,22:42,19,24,588,546,51.9,2019-2020,True
4,4,5,Sebastian Aho,22,CAR,F,63,36,26,62,12,26,8.2,26,7,3,5,18,7,1,195,18.5,1221,19:23,16,47,377,439,46.2,2019-2020,True
5,5,6,Jack Eichel,23,BUF,C,63,35,42,77,10,34,9.5,24,10,1,9,26,16,0,216,16.2,1389,22:03,41,37,571,641,47.1,2019-2020,True
6,6,7,Nathan MacKinnon,24,COL,C,63,33,52,85,9,12,9.8,23,10,0,4,33,19,0,293,11.3,1343,21:19,30,49,337,451,42.8,2019-2020,True
7,7,8,Kyle Connor,23,WPG,LW,66,32,34,66,0,32,7.4,23,8,1,6,26,8,0,218,14.7,1386,21:00,17,18,2,11,15.4,2019-2020,True
8,8,9,Artemi Panarin,28,NYR,LW,63,32,56,88,35,18,11.0,25,7,0,4,42,14,0,194,16.5,1280,20:19,17,23,1,1,50.0,2019-2020,True
9,9,10,Nikita Kucherov,26,TBL,RW,62,31,47,78,26,34,9.7,27,4,0,6,29,18,0,189,16.4,1161,18:44,19,34,0,1,0.0,2019-2020,True
10,10,11,Connor McDavid,23,EDM,C,58,31,56,87,-7,28,9.8,20,11,0,5,28,28,0,193,16.1,1279,22:03,18,34,284,309,47.9,2019-2020,True
11,11,12,Max Pacioretty,31,VEG,LW,66,30,33,63,17,40,8.2,23,7,0,4,22,11,0,289,10.4,1180,17:53,35,86,50,44,53.2,2019-2020,True
12,12,13,Mika Zibanejad,26,NYR,C,51,30,32,62,8,14,7.5,17,10,3,5,19,11,2,179,16.8,1091,21:24,43,48,522,553,48.6,2019-2020,True
13,13,14,Patrice Bergeron,34,BOS,C,56,29,24,53,21,24,7.4,18,10,1,5,15,9,0,188,15.4,1058,18:54,36,41,707,518,57.7,2019-2020,True
14,14,15,Dominik Kubalík,24,CHI,LW,62,29,14,43,2,14,5.9,25,4,0,3,10,4,0,150,19.3,877,14:09,16,73,5,13,27.8,2019-2020,True
15,15,16,William Nylander,23,TOR,C,63,29,28,57,0,10,6.4,21,8,0,7,20,8,0,175,16.6,1139,18:05,12,8,106,104,50.5,2019-2020,True
16,16,17,Steven Stamkos,29,TBL,C,57,29,37,66,14,22,8.0,19,10,0,6,28,9,0,176,16.5,1050,18:25,38,69,365,307,54.3,2019-2020,True
17,17,18,Patrick Kane,31,CHI,RW,64,28,50,78,5,38,8.6,21,7,0,2,35,15,0,239,11.7,1362,21:17,17,24,1,3,25.0,2019-2020,True
18,18,19,Mark Scheifele,26,WPG,C,66,28,42,70,-1,45,7.3,18,10,0,6,33,9,0,154,18.2,1434,21:44,44,33,558,631,46.9,2019-2020,True
19,19,20,Elias Lindholm,25,CGY,C,65,27,23,50,-11,22,5.5,19,8,0,7,14,9,0,156,17.3,1279,19:41,38,84,384,396,49.2,2019-2020,True
20,20,21,Reilly Smith,28,VEG,RW,66,27,25,52,17,20,6.7,22,3,2,6,21,2,2,160,16.9,1186,17:58,29,49,3,9,25.0,2019-2020,True
21,21,22,Mike Hoffman,30,FLA,C,64,26,28,54,-7,28,5.7,16,10,0,3,18,10,0,189,13.8,1074,16:47,21,31,6,8,42.9,2019-2020,True
22,22,23,Patrik Laine,21,WPG,RW,64,26,33,59,4,22,6.5,19,7,0,1,25,8,0,217,12.0,1261,19:42,33,92,10,17,37.0,2019-2020,True
23,23,24,Brad Marchand,31,BOS,LW,65,26,55,81,24,72,9.6,20,5,1,5,32,21,2,175,14.9,1276,19:38,17,53,20,29,40.8,2019-2020,True
24,24,25,Jean-Gabriel Pageau,27,TOT,C,62,26,16,42,11,49,5.4,18,5,3,5,8,5,3,139,18.7,1189,19:10,50,120,564,493,53.4,2019-2020,True
25,25,26,John Tavares,29,TOR,C,58,26,31,57,-6,20,5.9,19,7,0,4,19,12,0,184,14.1,1131,19:31,30,30,564,457,55.2,2019-2020,True
26,26,27,Evgenii Dadonov,30,FLA,RW,64,25,21,46,-7,8,4.8,14,11,0,2,16,5,0,159,15.7,1090,17:02,21,28,0,0,,2019-2020,True
27,27,28,J.T. Miller,26,VAN,C,63,25,40,65,9,45,7.1,16,9,0,3,25,13,2,149,16.8,1252,19:52,35,107,377,260,59.2,2019-2020,True
28,28,29,T.J. Oshie,33,WSH,C,64,25,22,47,3,26,5.4,15,10,0,4,20,2,0,123,20.3,1177,18:23,53,85,111,115,49.1,2019-2020,True
29,29,30,Elias Pettersson,21,VAN,C,62,25,35,60,13,16,6.9,17,8,0,5,20,15,0,153,16.3,1143,18:26,40,59,57,79,41.9,2019-2020,True
30,30,31,Jakub Vrana,23,WSH,LW,64,25,26,51,4,18,6.3,24,1,0,6,15,11,0,177,14.1,960,15:00,15,28,4,5,44.4,2019-2020,True
31,31,32,Adam Henrique,29,ANA,C,64,24,15,39,-2,20,4.8,19,5,0,0,12,3,0,159,15.1,1074,16:47,29,69,435,362,54.6,2019-2020,True
32,32,33,Chris Kreider,28,NYR,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,17:15,42,116,53,70,43.1,2019-2020,True
33,33,34,David Perron,31,STL,LW,65,24,35,59,2,52,6.4,15,9,0,9,17,18,0,158,15.2,1198,18:26,18,63,3,4,42.9,2019-2020,True
34,34,35,Bryan Rust,27,PIT,RW,49,24,26,50,17,28,6.4,16,7,1,4,17,8,1,140,17.1,979,19:59,31,68,2,7,22.2,2019-2020,True
35,35,36,Andrei Svechnikov,19,CAR,RW,63,24,34,58,14,48,7.0,18,6,0,5,22,12,0,171,14.0,1051,16:41,26,106,0,1,0.0,2019-2020,True
36,36,37,Nikolaj Ehlers,23,WPG,LW,66,23,29,52,9,30,5.9,19,3,1,4,28,1,0,192,12.0,1100,16:40,24,34,0,2,0.0,2019-2020,True
37,37,38,Alex Killorn,30,TBL,C,62,23,23,46,19,20,5.5,16,7,0,5,18,5,0,117,19.7,1114,17:58,15,52,5,14,26.3,2019-2020,True
38,38,39,Brock Nelson,28,NYI,C,63,23,27,50,5,32,5.7,19,4,0,5,25,2,0,160,14.4,1189,18:52,44,46,564,533,51.4,2019-2020,True
39,39,40,Kyle Palmieri,28,NJD,RW,59,23,20,43,0,41,5.1,12,11,0,3,13,7,0,141,16.3,1012,17:09,33,68,12,22,35.3,2019-2020,True
40,40,41,Brayden Point,23,TBL,C,60,23,37,60,28,11,7.2,16,7,0,4,33,4,0,129,17.8,1132,18:52,27,23,360,349,50.8,2019-2020,True
41,41,42,Brayden Schenn,28,STL,C,65,23,29,52,-2,44,5.5,13,10,0,3,19,10,0,129,17.8,1204,18:31,19,116,330,344,49.0,2019-2020,True
42,42,43,Anthony Duclair,24,OTT,LW,62,22,15,37,-10,18,4.0,15,5,2,2,12,3,0,175,12.6,1010,16:17,36,52,3,2,60.0,2019-2020,True
43,43,44,Conor Garland,23,ARI,RW,65,22,17,39,2,20,5.0,18,4,0,5,11,6,0,154,14.3,924,14:13,20,26,2,4,33.3,2019-2020,True
44,44,45,Kevin Hayes,27,PHI,RW,64,22,17,39,-8,30,3.9,14,4,4,5,14,3,0,163,13.5,1140,17:49,22,86,385,392,49.5,2019-2020,True
45,45,46,Jonathan Huberdeau,26,FLA,LW,64,22,55,77,5,28,7.8,17,5,0,3,31,24,0,137,16.1,1195,18:40,26,48,24,37,39.3,2019-2020,True
46,46,47,Travis Konecny,22,PHI,C,61,22,36,58,-1,28,6.3,19,3,0,3,19,17,0,131,16.8,1030,16:53,27,62,24,24,50.0,2019-2020,True
47,47,48,Zach Parise,35,MIN,LW,64,22,19,41,-10,8,4.0,10,11,1,3,14,5,0,141,15.6,1102,17:13,35,25,38,32,54.3,2019-2020,True
48,48,49,Sam Reinhart,24,BUF,C,64,22,28,50,-10,20,4.8,17,5,0,2,21,7,0,131,16.8,1321,20:38,25,35,39,70,35.8,2019-2020,True
49,49,50,Tomas Tatar,29,MTL,C,66,22,36,58,3,36,6.6,14,8,0,1,30,6,0,157,14.0,1088,16:29,24,78,9,16,36.0,2019-2020,True
50,50,51,Tyler Toffoli,27,TOT,C,62,22,18,40,-3,16,4.6,18,4,0,4,14,4,0,184,12.0,1032,16:38,15,37,4,9,30.8,2019-2020,True
51,51,52,Oliver Bjorkstrand,24,CBJ,RW,49,21,15,36,8,12,4.9,18,3,0,5,12,3,0,162,13.0,879,17:56,16,43,6,13,31.6,2019-2020,True
52,52,53,Blake Coleman,28,TOT,C,60,21,10,31,-3,44,3.6,17,1,3,2,7,2,1,188,11.2,1019,16:59,41,176,46,98,31.9,2019-2020,True
53,53,54,Evander Kane,28,SJS,LW,58,21,18,39,-10,114,4.0,8,11,2,5,15,3,0,185,11.4,1132,19:31,25,123,87,75,53.7,2019-2020,True
54,54,55,Evgeni Malkin,33,PIT,C,49,21,42,63,10,52,7.2,16,5,0,4,27,15,0,156,13.5,962,19:38,20,33,401,402,49.9,2019-2020,True
55,55,56,Sean Monahan,25,CGY,C,65,21,24,45,-19,21,4.2,14,7,0,5,17,7,0,154,13.6,1175,18:04,19,63,506,458,52.5,2019-2020,True
56,56,57,Mark Stone,27,VEG,RW,65,21,42,63,15,27,7.0,15,6,0,3,30,11,1,168,12.5,1262,19:25,51,56,16,30,34.8,2019-2020,True
57,57,58,Matthew Tkachuk,22,CGY,LW,64,21,34,55,-4,72,5.8,16,5,0,4,22,12,0,179,11.7,1169,18:16,18,116,0,4,0.0,2019-2020,True
58,58,59,Blake Wheeler,33,WPG,RW,66,21,37,58,-4,35,5.6,16,4,1,2,20,16,1,172,12.2,1266,19:11,45,97,323,327,49.7,2019-2020,True
59,59,60,Noel Acciari,28,FLA,C,61,20,6,26,0,21,2.8,19,0,1,5,6,0,0,99,20.2,968,15:52,93,112,351,373,48.5,2019-2020,True
60,60,61,Aleksander Barkov,24,FLA,C,61,20,42,62,2,16,6.0,13,7,0,2,28,13,1,162,12.3,1219,19:59,29,16,604,508,54.3,2019-2020,True
61,61,62,Andre Burakovsky,24,COL,LW,58,20,25,45,11,22,5.3,18,2,0,6,16,9,0,103,19.4,882,15:12,34,26,5,9,35.7,2019-2020,True
62,62,63,Sean Couturier,27,PHI,C,64,20,37,57,20,30,6.3,17,3,0,4,28,9,0,172,11.6,1269,19:50,26,55,502,341,59.5,2019-2020,True
63,63,64,Brendan Gallagher,27,MTL,RW,55,20,19,39,8,29,4.8,19,1,0,1,15,4,0,213,9.4,933,16:58,29,48,12,17,41.4,2019-2020,True
64,64,65,Jake Guentzel,25,PIT,C,39,20,23,43,11,14,5.4,14,6,0,4,19,4,0,127,15.7,805,20:38,19,46,22,24,47.8,2019-2020,True
65,65,66,Bo Horvat,24,VAN,C,63,20,30,50,-9,21,4.5,10,10,0,2,26,4,0,166,12.0,1244,19:45,60,49,773,565,57.8,2019-2020,True
66,66,67,Zach Hyman,27,TOR,C,46,20,16,36,11,23,4.4,16,3,1,1,13,3,0,98,20.4,871,18:56,19,46,60,75,44.4,2019-2020,True
67,67,68,Jonathan Marchessault,29,VEG,C,61,20,24,44,4,26,4.9,14,6,0,3,18,6,0,218,9.2,1051,17:14,11,97,58,75,43.6,2019-2020,True
68,68,69,Timo Meier,23,SJS,RW,64,20,21,41,-23,40,3.7,18,2,0,2,18,3,0,171,11.7,1104,17:15,37,141,11,22,33.3,2019-2020,True
69,69,70,Brandon Saad,27,CHI,LW,52,20,11,31,2,16,3.7,17,1,2,4,11,0,0,127,15.7,867,16:40,18,31,23,33,41.1,2019-2020,True
70,70,71,Jaden Schwartz,27,STL,C,65,20,32,52,-2,16,5.2,11,9,0,4,21,11,0,151,13.2,1179,18:08,27,51,8,11,42.1,2019-2020,True
71,71,72,Tom Wilson,25,WSH,RW,63,20,21,41,0,79,4.2,14,5,1,4,18,2,1,146,13.7,1157,18:22,56,238,16,36,30.8,2019-2020,True
72,72,73,Jamie Benn,30,DAL,LW,64,19,18,37,-3,48,4.1,11,8,0,4,13,5,0,147,12.9,1046,16:21,54,157,230,179,56.2,2019-2020,True
73,73,74,Kevin Fiala,23,MIN,LW,59,19,28,47,0,40,5.1,13,6,0,2,20,8,0,150,12.7,892,15:07,16,25,2,7,22.2,2019-2020,True
74,74,75,Claude Giroux,32,PHI,C,64,19,30,49,6,28,5.0,11,7,1,5,17,12,1,180,10.6,1222,19:06,16,44,646,440,59.5,2019-2020,True
75,75,76,Denis Gurianov,22,DAL,RW,59,19,9,28,5,9,3.9,12,7,0,4,4,5,0,122,15.6,756,12:49,17,57,0,0,,2019-2020,True
76,76,77,Nazem Kadri,29,COL,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,17:26,9,61,407,310,56.8,2019-2020,True
77,77,78,Evgeny Kuznetsov,27,WSH,C,58,19,30,49,-2,38,5.1,13,6,0,0,24,6,0,123,15.4,1039,17:55,16,30,323,416,43.7,2019-2020,True
78,78,79,Anders Lee,29,NYI,C,63,19,21,40,8,42,4.4,18,1,0,6,16,5,0,182,10.4,1147,18:12,47,94,81,99,45.0,2019-2020,True
79,79,80,James Neal,32,EDM,LW,50,19,10,29,-21,10,2.8,7,12,0,2,5,5,0,107,17.8,833,16:39,14,79,9,19,32.1,2019-2020,True
80,80,81,Victor Olofsson,24,BUF,RW,49,19,21,40,-2,4,4.4,8,11,0,4,15,6,0,118,16.1,916,18:42,16,10,1,1,50.0,2019-2020,True
81,81,82,Mikko Rantanen,23,COL,RW,42,19,22,41,-2,14,4.5,11,8,0,5,16,6,0,107,17.8,796,18:57,23,28,44,31,58.7,2019-2020,True
82,82,83,Eric Staal,35,MIN,C,64,19,27,46,-11,28,4.2,14,5,0,5,18,9,0,112,17.0,1093,17:04,22,24,472,479,49.6,2019-2020,True
83,83,84,James van Riemsdyk,30,PHI,LW,64,19,21,40,4,8,4.4,15,4,0,2,16,5,0,151,12.6,968,15:08,17,23,8,15,34.8,2019-2020,True
84,84,85,Zach Werenski,22,CBJ,D,59,19,19,38,10,10,8.6,14,4,1,4,11,8,0,174,10.9,1411,23:55,54,34,0,0,,2019-2020,True
85,85,86,Jason Zucker,28,TOT,LW,54,19,17,36,-4,21,3.9,12,7,0,4,13,4,0,100,19.0,873,16:10,21,46,12,28,30.0,2019-2020,True
86,86,87,Mathew Barzal,22,NYI,C,63,18,38,56,7,36,5.7,14,4,0,2,31,7,0,151,11.9,1256,19:56,42,18,208,296,41.3,2019-2020,True
87,87,88,Anthony Beauvillier,22,NYI,LW,63,18,20,38,-6,10,3.7,14,3,1,3,16,4,0,122,14.8,1087,17:15,34,78,8,3,72.7,2019-2020,True
88,88,89,Tyler Bertuzzi,24,DET,LW,66,18,23,41,-25,28,3.4,15,3,0,1,13,10,0,118,15.3,1269,19:14,29,66,4,2,66.7,2019-2020,True
89,89,90,Brett Connolly,27,FLA,RW,64,18,13,31,-4,24,3.0,14,4,0,2,11,2,0,108,16.7,940,14:41,16,55,6,11,35.3,2019-2020,True
90,90,91,Jake Debrusk,23,BOS,LW,60,18,16,34,-1,14,3.6,11,7,0,4,13,3,0,145,12.4,964,16:04,15,32,9,16,36.0,2019-2020,True
91,91,92,Pierre-Luc Dubois,21,CBJ,LW,66,18,28,46,1,47,4.9,17,1,0,4,20,8,0,146,12.3,1183,17:56,48,80,332,412,44.6,2019-2020,True
92,92,93,Christian Dvorak,23,ARI,C,66,18,20,38,5,12,4.3,12,6,0,2,16,4,0,130,13.8,1102,16:42,33,38,493,398,55.3,2019-2020,True
93,93,94,Filip Forsberg,25,NSH,C,57,18,25,43,-5,27,4.2,13,5,0,0,19,6,0,179,10.1,991,17:24,20,73,1,2,33.3,2019-2020,True
94,94,95,Roope Hintz,23,DAL,LW,55,18,14,32,3,14,4.0,14,2,2,5,3,11,0,107,16.8,810,14:44,26,64,161,164,49.5,2019-2020,True
95,95,96,Anze Kopitar,32,LAK,C,64,18,38,56,-1,16,5.5,11,6,1,4,24,14,0,122,14.8,1340,20:56,52,45,704,578,54.9,2019-2020,True
96,96,97,Ryan Nugent-Hopkins,26,EDM,C,58,18,32,50,-3,31,5.0,12,6,0,3,18,14,0,155,11.6,1192,20:34,39,30,205,192,51.6,2019-2020,True
97,97,98,Tanner Pearson,27,VAN,LW,63,18,24,42,0,27,4.2,13,3,2,3,16,7,1,149,12.1,1038,16:29,38,81,3,13,18.8,2019-2020,True
98,98,99,Jakob Silfverberg,29,ANA,LW,59,18,16,34,-3,14,3.7,13,3,2,1,13,3,0,132,13.6,1036,17:34,37,27,8,32,20.0,2019-2020,True
99,99,100,Ryan Strome,26,NYR,C,64,18,40,58,22,42,6.1,15,3,0,3,26,13,1,140,12.9,1253,19:35,28,40,468,510,47.9,2019-2020,True
100,100,101,Brady Tkachuk,20,OTT,LW,65,18,21,39,-17,104,3.2,16,2,0,2,15,6,0,238,7.6,1224,18:50,40,279,131,153,46.1,2019-2020,True
101,101,102,Jake Virtanen,23,VAN,RW,63,18,17,35,0,39,3.8,12,6,0,6,14,3,0,135,13.3,820,13:01,25,94,4,13,23.5,2019-2020,True
102,102,103,Nick Bonino,31,NSH,C,61,17,17,34,19,16,4.0,16,1,0,3,17,0,0,97,17.5,1012,16:36,75,16,443,406,52.2,2019-2020,True
103,103,104,Jeff Carter,35,LAK,C,60,17,10,27,-21,36,2.2,14,3,0,7,8,2,0,182,9.3,1016,16:56,23,66,382,364,51.2,2019-2020,True
104,104,105,Mikael Granlund,27,NSH,C,57,17,12,29,2,24,2.9,12,4,1,4,10,2,0,120,14.2,1000,17:32,46,38,60,64,48.4,2019-2020,True
105,105,106,Gabriel Landeskog,27,COL,LW,47,17,15,32,-3,41,3.1,12,5,0,4,10,5,0,122,13.9,928,19:45,31,79,224,175,56.1,2019-2020,True
106,106,107,Dylan Larkin,23,DET,C,66,17,29,46,-23,37,3.7,12,5,0,0,22,7,0,206,8.3,1396,21:09,42,44,653,610,51.7,2019-2020,True
107,107,108,Craig Smith,30,NSH,C,63,17,11,28,19,32,3.7,14,3,0,2,9,2,0,163,10.4,846,13:25,18,56,12,13,48.0,2019-2020,True
108,108,109,Paul Stastny,34,VEG,C,66,17,20,37,6,24,3.8,12,5,0,3,15,4,1,127,13.4,1127,17:05,30,62,578,470,55.2,2019-2020,True
109,109,110,Brock Boeser,22,VAN,RW,56,16,29,45,5,14,4.4,11,5,0,3,20,9,0,166,9.6,1041,18:36,13,27,11,19,36.7,2019-2020,True
110,110,111,Charlie Coyle,27,BOS,C,65,16,19,35,9,19,3.7,13,1,2,3,15,4,0,135,11.9,1075,16:32,31,80,299,342,46.6,2019-2020,True
111,111,112,Alex DeBrincat,22,CHI,RW,64,16,24,40,-13,13,3.2,6,10,0,3,20,4,0,184,8.7,1120,17:30,18,58,7,11,38.9,2019-2020,True
112,112,113,Max Domi,24,MTL,LW,66,16,27,43,0,31,4.2,15,1,0,3,17,10,0,166,9.6,1125,17:03,11,29,368,374,49.6,2019-2020,True
113,113,114,Johnny Gaudreau,26,CGY,LW,65,16,37,53,-13,12,4.7,12,4,0,1,25,12,0,193,8.3,1220,18:46,10,1,1,3,25.0,2019-2020,True
114,114,115,Tomas Hertl,26,SJS,C,48,16,20,36,-18,16,3.3,12,2,2,1,15,5,0,117,13.7,885,18:27,25,29,433,357,54.8,2019-2020,True
115,115,116,Andrew Mangiapane,23,CGY,LW,63,16,12,28,5,18,3.4,16,0,0,2,11,1,0,98,16.3,847,13:27,22,67,11,27,28.9,2019-2020,True
116,116,117,Martin Necas,21,CAR,C,59,16,18,34,-4,18,3.4,11,5,0,3,15,3,0,81,19.8,837,14:11,19,57,13,33,28.3,2019-2020,True
117,117,118,Tyler Seguin,28,DAL,C,64,16,33,49,-1,22,4.8,13,3,0,6,21,12,0,228,7.0,1218,19:02,27,83,494,349,58.6,2019-2020,True
118,118,119,Jonathan Toews,31,CHI,C,64,16,38,54,-5,48,4.7,14,1,1,3,32,6,0,154,10.4,1261,19:42,33,55,777,578,57.3,2019-2020,True
119,119,120,Frank Vatrano,25,FLA,LW,64,16,17,33,-6,26,2.9,12,2,2,4,17,0,0,148,10.8,964,15:04,40,93,12,27,30.8,2019-2020,True
120,120,121,Joel Armia,26,MTL,RW,53,15,13,28,3,24,3.0,10,3,2,2,12,1,0,147,10.2,912,17:12,25,137,2,5,28.6,2019-2020,True
121,121,122,Mikael Backlund,30,CGY,C,65,15,26,41,4,26,4.1,9,3,3,2,20,6,0,140,10.7,1162,17:53,11,35,331,369,47.3,2019-2020,True
122,122,123,John Carlson,30,WSH,D,64,15,57,72,12,22,10.6,13,2,0,6,34,23,0,177,8.5,1577,24:39,100,51,0,1,0.0,2019-2020,True
123,123,124,Anthony Cirelli,22,TBL,C,62,15,27,42,25,26,4.5,14,1,0,3,22,4,1,108,13.9,1143,18:26,42,78,399,432,48.0,2019-2020,True
124,124,125,Logan Couture,30,SJS,C,47,15,22,37,1,18,4.0,15,0,0,3,12,8,2,115,13.0,880,18:44,38,49,173,223,43.7,2019-2020,True
125,125,126,Joonas Donskoi,27,COL,RW,58,15,17,32,4,24,3.1,11,4,0,1,16,1,0,103,14.6,953,16:26,37,23,9,8,52.9,2019-2020,True
126,126,127,Jordan Eberle,29,NYI,RW,53,15,22,37,3,12,3.9,11,4,0,1,16,6,0,122,12.3,927,17:29,37,31,0,6,0.0,2019-2020,True
127,127,128,Lars Eller,30,WSH,C,64,15,22,37,0,42,3.4,12,2,1,1,17,4,1,143,10.5,1092,17:04,40,52,499,461,52.0,2019-2020,True
128,128,129,Tyler Ennis,30,TOT,C,63,15,20,35,-5,16,3.4,10,5,0,1,15,5,0,145,10.3,929,14:45,22,84,6,8,42.9,2019-2020,True
129,129,130,Taylor Hall,28,TOT,LW,61,15,35,50,-16,32,4.3,11,4,0,1,21,14,0,213,7.0,1169,19:09,28,40,19,28,40.4,2019-2020,True
130,130,131,Patric Hornqvist,33,PIT,RW,46,15,15,30,8,32,3.6,13,2,0,1,11,4,0,143,10.5,735,15:58,37,97,2,4,33.3,2019-2020,True
131,131,132,Alex Iafallo,26,LAK,C,64,15,22,37,-3,12,3.4,10,5,0,3,19,3,0,128,11.7,1201,18:46,41,46,11,10,52.4,2019-2020,True
132,132,133,Roman Josi,29,NSH,D,63,15,43,58,20,39,9.5,11,4,0,1,27,16,0,231,6.5,1628,25:51,102,46,0,0,,2019-2020,True
133,133,134,Clayton Keller,21,ARI,C,66,15,25,40,-8,26,3.8,13,2,0,1,12,13,0,176,8.5,1073,16:16,12,19,8,13,38.1,2019-2020,True
134,134,135,Mitch Marner,22,TOR,RW,54,15,48,63,3,14,5.7,9,6,0,2,31,16,1,138,10.9,1159,21:28,35,21,7,19,26.9,2019-2020,True
135,135,136,Ondrej Palat,28,TBL,LW,63,15,24,39,26,20,4.4,11,3,1,2,20,4,0,115,13.0,1026,16:17,55,129,7,10,41.2,2019-2020,True
136,136,137,Alexander Radulov,33,DAL,RW,57,15,18,33,8,42,3.8,8,7,0,3,16,2,0,122,12.3,956,16:47,38,43,4,10,28.6,2019-2020,True
137,137,138,Zach Sanford,25,STL,LW,52,15,14,29,15,26,3.8,14,1,0,2,14,0,0,80,18.8,708,13:37,30,98,1,7,12.5,2019-2020,True
138,138,139,Carl Soderberg,34,ARI,C,66,15,16,31,3,18,3.3,10,5,0,1,11,5,0,117,12.8,1046,15:51,39,70,239,287,45.4,2019-2020,True
139,139,140,Teuvo Teravainen,25,CAR,F,63,15,44,59,22,8,6.2,10,4,1,1,26,16,2,169,8.9,1211,19:13,27,16,22,24,47.8,2019-2020,True
140,140,141,Shea Weber,34,MTL,D,60,15,21,36,9,28,7.2,12,3,0,2,16,5,0,171,8.8,1449,24:09,111,97,0,0,,2019-2020,True
141,141,142,Viktor Arvidsson,26,NSH,LW,51,14,10,24,-4,22,2.1,10,4,0,1,8,2,0,109,12.8,843,16:31,22,27,11,7,61.1,2019-2020,True
142,142,143,Jesper Bratt,21,NJD,W,54,14,14,28,-5,6,2.9,13,1,0,2,11,3,0,93,15.1,753,13:57,16,23,2,8,20.0,2019-2020,True
143,143,144,Connor Brown,26,OTT,RW,65,14,26,40,-3,24,3.2,11,3,0,1,23,1,2,158,8.9,1311,20:10,35,34,24,31,43.6,2019-2020,True
144,144,145,Pavel Buchnevich,24,NYR,LW,62,14,24,38,-1,22,3.2,11,3,0,1,20,4,0,129,10.9,1030,16:37,22,75,4,17,19.0,2019-2020,True
145,145,146,Lawson Crouse,22,ARI,LW,62,14,10,24,1,28,2.7,13,0,1,2,10,0,0,102,13.7,846,13:39,26,183,24,23,51.1,2019-2020,True
146,146,147,Derek Grant,29,TOT,C,51,14,6,20,-1,30,2.4,9,2,3,4,5,0,1,84,16.7,708,13:52,22,47,336,314,51.7,2019-2020,True
147,147,148,Dougie Hamilton,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,23:17,63,52,0,0,,2019-2020,True
148,148,149,William Karlsson,27,VEG,C,58,14,28,42,9,16,4.2,10,2,2,1,20,5,3,124,11.3,1095,18:53,37,37,462,434,51.6,2019-2020,True
149,149,150,Zack Kassian,29,EDM,RW,52,14,16,30,-1,69,3.2,14,0,0,1,16,0,0,87,16.1,827,15:54,7,139,1,2,33.3,2019-2020,True
150,150,151,Kevin Labanc,24,SJS,RW,64,14,18,32,-32,36,1.9,11,3,0,3,13,5,0,163,8.6,1038,16:13,22,41,2,8,20.0,2019-2020,True
151,151,152,Kris Letang,32,PIT,D,55,14,27,41,2,32,7.0,8,6,0,2,18,9,0,163,8.6,1422,25:51,82,94,0,0,,2019-2020,True
152,152,153,Anthony Mantha,25,DET,RW,38,14,18,32,-11,28,3.3,9,5,0,3,15,3,0,121,11.6,710,18:41,23,43,13,20,39.4,2019-2020,True
153,153,154,Jared McCann,23,PIT,C,60,14,19,33,7,17,3.4,12,2,0,4,15,4,0,138,10.1,924,15:24,25,86,252,290,46.5,2019-2020,True
154,154,155,Joe Pavelski,35,DAL,C,62,14,16,30,5,29,3.1,8,6,0,3,10,5,1,118,11.9,1058,17:04,50,61,320,280,53.3,2019-2020,True
155,155,156,Mats Zuccarello,32,MIN,LW,60,14,20,34,-8,18,2.8,11,3,0,2,16,4,0,89,15.7,963,16:03,36,13,8,5,61.5,2019-2020,True
156,156,157,Artem Anisimov,31,OTT,C,47,13,5,18,-15,8,1.5,9,4,0,1,4,1,0,77,16.9,660,14:02,25,5,184,182,50.3,2019-2020,True
157,157,158,Josh Bailey,30,NYI,C,63,13,27,40,-10,10,3.3,10,2,1,2,20,7,0,86,15.1,1074,17:03,46,19,128,125,50.6,2019-2020,True
158,158,159,Dustin Brown,35,LAK,RW,60,13,15,28,-7,22,2.3,12,1,0,0,12,3,0,144,9.0,1096,18:16,13,122,6,8,42.9,2019-2020,True
159,159,160,Filip Chytil,20,NYR,C,55,13,9,22,-2,10,1.9,12,1,0,2,7,2,0,110,11.8,828,15:03,29,11,171,292,36.9,2019-2020,True
160,160,161,Sidney Crosby,32,PIT,C,35,13,28,41,-7,13,4.0,9,4,0,3,17,11,0,92,14.1,713,20:23,16,28,410,343,54.4,2019-2020,True
